mnist,6,6,31.212668
mnist,6,6,31.011199
mnist,6,7,41.055157
mnist,6,7,41.254259
mnist,6,8,45.986419
mnist,6,8,45.154954
mnist,7,1,38.742684
mnist,7,1,39.15414
mnist,7,2,26.878841
mnist,7,2,27.572069
mnist,7,3,26.261685
mnist,7,3,26.159562
mnist,7,4,26.287237
mnist,7,4,27.472291
mnist,7,5,29.205169
mnist,7,5,28.755862
mnist,7,6,28.574139
mnist,7,6,29.729536
mnist,7,7,33.213009
mnist,7,7,31.369207
mnist,7,8,39.706093
mnist,7,8,41.257968
mnist,8,1,39.175952
mnist,8,1,38.862906
mnist,8,2,27.637168
mnist,8,2,26.713709
mnist,8,3,24.4143
mnist,8,3,25.475106
mnist,8,4,26.224988
mnist,8,4,24.831644
mnist,8,5,27.120122
mnist,8,5,27.286944
mnist,8,6,29.73223
mnist,8,6,28.673703
mnist,8,7,29.970314
mnist,8,7,29.33414
mnist,8,8,32.666563
mnist,8,8,34.760368
mnist,9,1,38.808607
mnist,9,1,39.183293
mnist,9,2,27.426283
mnist,9,2,26.58534
mnist,9,3,24.903711
mnist,9,3,24.101508
mnist,9,4,24.68856
mnist,9,4,25.411829
mnist,9,5,25.379955
mnist,9,5,24.63378
mnist,9,6,25.741531
mnist,9,6,24.64927
mnist,9,7,27.800215
mnist,9,7,28.828333
mnist,9,8,34.609282
mnist,9,8,31.485822
mnist,10,1,38.191033
mnist,10,1,38.625334
mnist,10,2,26.167799
mnist,10,2,26.418124
mnist,10,3,23.819838
mnist,10,3,24.134909
mnist,10,4,24.065198
mnist,10,4,22.035793
mnist,10,5,24.856173
mnist,10,5,25.964317
mnist,10,6,27.322657
mnist,10,6,26.916532
mnist,10,7,27.984931
mnist,10,7,28.743589
mnist,10,8,34.389386
mnist,10,8,31.853791
mnist,11,1,38.22897
mnist,11,1,38.332496
mnist,11,2,25.804358
mnist,11,2,25.678022
mnist,11,3,22.454468
mnist,11,3,23.096336
mnist,11,4,23.643342
mnist,11,4,24.627053
mnist,11,5,24.894642
mnist,11,5,24.650508
mnist,11,6,26.16372
mnist,11,6,26.50689
mnist,11,7,26.470174
mnist,11,7,26.40713
mnist,11,8,30.409024
mnist,11,8,31.714732
mnist,12,1,37.990239
mnist,12,1,38.527815
mnist,12,2,26.554155
mnist,12,2,25.547011
mnist,12,3,23.952694
mnist,12,3,24.6514
mnist,12,4,23.650197
mnist,12,4,22.052627
mnist,12,5,24.43933
mnist,12,5,24.521568
mnist,12,6,25.145116
mnist,12,6,25.745349
mnist,12,7,26.574861
mnist,12,7,27.396832
mnist,12,8,30.623517
mnist,12,8,32.361501
mnist,13,1,39.02994
mnist,13,1,38.530918
mnist,13,2,25.351394
mnist,13,2,26.258549
mnist,13,3,22.1057
mnist,13,3,23.598426
mnist,13,4,22.693634
mnist,13,4,24.254959
mnist,13,5,24.356563
mnist,13,5,23.333392
mnist,13,6,24.480774
mnist,13,6,22.947091
mnist,13,7,25.098416
mnist,13,7,25.231961
mnist,13,8,28.727574
mnist,13,8,27.522189
mnist,14,1,38.629945
mnist,14,1,38.167963
mnist,14,2,24.741058
mnist,14,2,25.149229
mnist,14,3,22.813486
mnist,14,3,23.369247
mnist,14,4,23.764624
mnist,14,4,22.572101
mnist,14,5,23.838231
mnist,14,5,23.837258
mnist,14,6,24.645811
mnist,14,6,25.769659
mnist,14,7,25.654189
mnist,14,7,26.938056
mnist,14,8,27.995981
mnist,14,8,28.980874
mnist,15,1,38.40686
mnist,15,1,38.150727
mnist,15,2,25.568973
mnist,15,2,26.046245
mnist,15,3,21.348434
mnist,15,3,22.62264
mnist,15,4,23.499501
mnist,15,4,22.082547
mnist,15,5,22.33623
mnist,15,5,23.076503
mnist,15,6,24.162991
mnist,15,6,23.871993
mnist,15,7,24.73669
mnist,15,7,25.344133
mnist,15,8,28.846322
mnist,15,8,28.848397
mnist,16,1,37.820129
mnist,16,1,37.715958
mnist,16,2,25.956191
mnist,16,2,24.755745
mnist,16,3,22.361177
mnist,16,3,21.957842
mnist,16,4,22.194724
mnist,16,4,21.730184
mnist,16,5,20.780751
mnist,16,5,23.174369
mnist,16,6,23.081688
mnist,16,6,23.993753
mnist,16,7,21.791861
mnist,16,7,21.78861
mnist,16,8,25.92937
mnist,16,8,30.612542
audio,1,1,20.911492
audio,1,1,18.076207
audio,1,2,20.814245
audio,1,2,17.896852
audio,1,3,20.639271
audio,1,3,18.073565
audio,1,4,20.866196
audio,1,4,18.072813
audio,1,5,20.802446
audio,1,5,18.032855
audio,1,6,20.84995
audio,1,6,18.008365
audio,1,7,20.77952
audio,1,7,18.007805
audio,1,8,20.90941
audio,1,8,18.217591
audio,2,1,20.684101
audio,2,1,17.716783
audio,2,2,20.569371
audio,2,2,17.869538
audio,2,3,20.562099
audio,2,3,17.800295
audio,2,4,20.549031
audio,2,4,17.91633
audio,2,5,20.386698
audio,2,5,17.868891
audio,2,6,20.692906
audio,2,6,17.673197
audio,2,7,20.602266
audio,2,7,17.901227
audio,2,8,20.666209
audio,2,8,17.935637
audio,3,1,20.688355
audio,3,1,18.027061
audio,3,2,20.527655
audio,3,2,17.85104
audio,3,3,20.431731
audio,3,3,17.847263
audio,3,4,20.639524
audio,3,4,17.905253
audio,3,5,20.482133
audio,3,5,17.732652
audio,3,6,20.522591
audio,3,6,17.902783
audio,3,7,20.484204
audio,3,7,17.890623
audio,3,8,20.38768
audio,3,8,17.823617
audio,4,1,20.628901
audio,4,1,17.810235
audio,4,2,20.501902
audio,4,2,17.876185
audio,4,3,20.720656
audio,4,3,17.659491
audio,4,4,20.573234
audio,4,4,17.924844
audio,4,5,20.693769
audio,4,5,17.842367
audio,4,6,20.529253
audio,4,6,17.977574
audio,4,7,20.53176
audio,4,7,17.843663
audio,4,8,20.438502
audio,4,8,17.878975
audio,5,1,20.479864
audio,5,1,17.924248
audio,5,2,20.656996
audio,5,2,17.895944
audio,5,3,20.463548
audio,5,3,17.915642
audio,5,4,20.442054
audio,5,4,17.829758
audio,5,5,20.502857
audio,5,5,17.905229
audio,5,6,20.448225
audio,5,6,17.800007
audio,5,7,20.558766
audio,5,7,17.837736
audio,5,8,20.602861
audio,5,8,17.831737
audio,6,1,20.543716
audio,6,1,17.995152
audio,6,2,20.538428
audio,6,2,17.871046
audio,6,3,20.464755
audio,6,3,17.639294
audio,6,4,20.447608
audio,6,4,17.864554
audio,6,5,20.538795
audio,6,5,17.845724
audio,6,6,20.615043
audio,6,6,17.822436
audio,6,7,20.354837
audio,6,7,17.839773
audio,6,8,20.534519
audio,6,8,17.877972
audio,7,1,20.343695
audio,7,1,17.641057
audio,7,2,20.39911
audio,7,2,17.710096
audio,7,3,20.492762
audio,7,3,17.745487
audio,7,4,20.510941
audio,7,4,17.947405
audio,7,5,20.605587
audio,7,5,17.928528
audio,7,6,20.569169
audio,7,6,17.950182
audio,7,7,20.353999
audio,7,7,17.842251
audio,7,8,20.62102
audio,7,8,17.783291
audio,8,1,20.642226
audio,8,1,17.861468
audio,8,2,20.503082
audio,8,2,17.74446
audio,8,3,20.589966
audio,8,3,17.816188
audio,8,4,20.588217
audio,8,4,17.845642
audio,8,5,20.444422
audio,8,5,17.914626
audio,8,6,20.575844
audio,8,6,17.761151
audio,8,7,20.554166
audio,8,7,17.868249
audio,8,8,20.520361
audio,8,8,17.856026
audio,9,1,20.575627
audio,9,1,17.859391
audio,9,2,20.489933
audio,9,2,17.756964
audio,9,3,20.514851
audio,9,3,17.855634
audio,9,4,20.568554
audio,9,4,17.848126
audio,9,5,20.445086
audio,9,5,17.779243
audio,9,6,20.499755
audio,9,6,17.821834
audio,9,7,20.444668
audio,9,7,17.710184
audio,9,8,20.472755
audio,9,8,17.877452
audio,10,1,20.654926
audio,10,1,17.849707
audio,10,2,20.71229
audio,10,2,17.7544
audio,10,3,20.571626
audio,10,3,17.895409
audio,10,4,20.379467
audio,10,4,17.902547
audio,10,5,20.356335
audio,10,5,17.725794
audio,10,6,20.517698
audio,10,6,17.846799
audio,10,7,20.424141
audio,10,7,17.884373
audio,10,8,20.478557
audio,10,8,17.783968
audio,11,1,20.655443
audio,11,1,17.852915
audio,11,2,20.612059
audio,11,2,17.941156
audio,11,3,20.531786
audio,11,3,17.830226
audio,11,4,20.569901
audio,11,4,17.825482
audio,11,5,20.461439
audio,11,5,17.778074
audio,11,6,20.444076
audio,11,6,17.850242
audio,11,7,20.509131
audio,11,7,17.74067
audio,11,8,20.437647
audio,11,8,17.92086
audio,12,1,20.53055
audio,12,1,17.783494
audio,12,2,20.563824
audio,12,2,17.877969
audio,12,3,20.576814
audio,12,3,17.955411
audio,12,4,20.3058
audio,12,4,17.833493
audio,12,5,20.512711
audio,12,5,17.603888
audio,12,6,20.54383
audio,12,6,17.71825
audio,12,7,20.501407
audio,12,7,17.834808
audio,12,8,20.486893
audio,12,8,17.74243
audio,13,1,20.582023
audio,13,1,17.914107
audio,13,2,20.479427
audio,13,2,17.828255
audio,13,3,20.544209
audio,13,3,17.786952
audio,13,4,20.385239
audio,13,4,17.838412
audio,13,5,20.52325
audio,13,5,17.910066
audio,13,6,20.497791
audio,13,6,17.831361
audio,13,7,20.469828
audio,13,7,17.867194
audio,13,8,20.621197
audio,13,8,17.806508
audio,14,1,20.668732
audio,14,1,17.843148
audio,14,2,20.456917
audio,14,2,17.754509
audio,14,3,20.621536
audio,14,3,17.841289
audio,14,4,20.420912
audio,14,4,17.893732
audio,14,5,20.567988
audio,14,5,17.864767
audio,14,6,20.499557
audio,14,6,17.644438
audio,14,7,20.534474
audio,14,7,17.830107
audio,14,8,20.440438
audio,14,8,17.898738
audio,15,1,20.623202
audio,15,1,17.894483
audio,15,2,20.60176
audio,15,2,17.846883
audio,15,3,20.61879
audio,15,3,17.826545
audio,15,4,20.413207
audio,15,4,17.824862
audio,15,5,20.602875
audio,15,5,17.807589
audio,15,6,20.3404
audio,15,6,17.72133
audio,15,7,20.467728
audio,15,7,17.855324
audio,15,8,20.641774
audio,15,8,17.701129
audio,16,1,20.594683
audio,16,1,17.88166
audio,16,2,20.683675
audio,16,2,17.893591
audio,16,3,20.349357
audio,16,3,17.842058
audio,16,4,20.446141
audio,16,4,17.881737
audio,16,5,20.632846
audio,16,5,17.872006
audio,16,6,20.752409
audio,16,6,17.950187
audio,16,7,20.585964
audio,16,7,17.85523
audio,16,8,20.577401
audio,16,8,17.656617
